overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,True,"10 2, 2017",A246RG8KSPK5XS,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Amazon Customer,absolutely love these shoes and color!! they are perfect for running! i run roughly 4 miles 3x per week. this is my second or 3rd pair of this exact style. fit is perfect!,Absolutely love these shoes and color,1506902400,,
5.0,True,"09 27, 2017",A2JCYVQLKWULGM,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black'}",Manda Lynn,super comfy!,Five Stars,1506470400,,
5.0,True,"09 27, 2017",A1EF7YWCNN7E9K,B0092UF54A,"{'Size:': ' 11.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Kelly M,ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,1506470400,,
5.0,True,"09 26, 2017",AQWZQKD0N851T,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Birger B.,fit well.,Five Stars,1506384000,,
5.0,True,"09 25, 2017",A3V6I3EA3X3SCE,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M Corrie,the fit was perfect! i highly recommend this shoe.,Five Stars,1506297600,,
5.0,True,"09 20, 2017",AGT48Z76ZQSQU,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black'}",Amazon Customer,"obsessed with these shoes! i was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. i was looking specifically for black nikes (i love the fit) with white soles (good for court sports); i was a little reluctant to purchase because i wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer,1505865600,,
5.0,True,"09 18, 2017",A2W3B4YHP3HZ9R,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",judy laurel,"cute shoe, fit as expected, and very comfortable.",and very comfortable.,1505692800,,
5.0,True,"09 16, 2017",AGVYFU0PR5IWV,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Amazon Customer,"on time, nice sneakers. fit as expected.",nice sneakers. Fit as expected,1505520000,,
5.0,True,"09 14, 2017",A2SU06VTWMFP7C,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",ange edmounds harrison,"perfect fit, as always.",5 stars,1505347200,,
5.0,True,"09 13, 2017",AVZB7UFLT6VD,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Plure Platinum/Blue Glow/Wolf Grey'}",Robbin,"great shoe, very comfortable",Five Stars,1505260800,,
5.0,True,"09 10, 2017",ANPPQ1G3RP88H,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Amazon Customer,love these sneakers! perfect fit and super light,Five Stars,1505001600,,
5.0,True,"09 7, 2017",ABONZZSS8YG3K,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Delores Williams,these shoes fit like a glove! light but very supportive! i have worn them several times and feel very light on my feet.,These shoes fit like a glove,1504742400,,
5.0,True,"09 5, 2017",A2T8BWOO7BFBWY,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",vera alster,fit true to size,Five Stars,1504569600,,
5.0,True,"09 4, 2017",A1NTI9B7VY30JM,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",lezanaz,love the fit,Five Stars,1504483200,,
4.0,True,"08 29, 2017",AM9TTLTT6DR1W,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Karen VanFossen,nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit,Nike always makes a good shoe.,1503964800,,
1.0,True,"08 29, 2017",AP8CWOZ30P4GH,B0092UF54A,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Marie,oops! i returned these because i ordered wrong size!,One Star,1503964800,,
5.0,True,"08 29, 2017",A2ORP5RT8NQ0Q7,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Jackie Carola,extremely comfortable sneaker!,Five Stars,1503964800,,
5.0,True,"08 27, 2017",A5Z3UGOPDBJPW,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black'}",Carol,good looking shoe, Shoes,1503792000,,
4.0,True,"08 24, 2017",A2GWLCDWM7V59I,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Carol G,i have had this style before in a different color and have received many compliments on the shoes.  they are great walking shoes!  i wear orthotics and these shoes are one of the best i have found to accommodate them for fit.,Love these shoes,1503532800,,
1.0,True,"08 24, 2017",A2XUQXG9J9SRTG,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",JMH515,"i loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. the wear was in my home, on smooth floors. i can only assume they were defective.",I loved these shoes,1503532800,,
5.0,True,"08 21, 2017",A2R0RL0TF6E9VC,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",SadDad,great! super comfy and cute! no issues and fit perfect!,perfect,1503273600,,
5.0,True,"08 20, 2017",AB29N6EMOFEVW,B0092UF54A,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",dan h.,good shoes,Five Stars,1503187200,,
3.0,True,"08 17, 2017",A2Y2IKO63FNHQE,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Sandie,i returned them...found a ryka pair i liked better,found a Ryka pair I liked,1502928000,,
5.0,True,"08 17, 2017",A1OK7HI3YI9682,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Mel B,best sneakers i've ever purchased!!!!,Five Stars,1502928000,,
5.0,True,"08 15, 2017",A39U1R8S96YIR4,B0092UF54A,"{'Size:': ' X-Large', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Amazon Customer,excellent ...!!!,Five Stars,1502755200,,
5.0,True,"08 14, 2017",A1Z37N7XE7FRD2,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",gi,"the best sneakers by far! i had never owned a pair of nike sneakers, and i went solely on the reviews by others...
and i absolutely loved them!!",the best sneakers by far,1502668800,,
5.0,True,"08 12, 2017",A3LGYYLGO2KJOE,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Bree,"love these shoes. i've been buying nikes for years now. i bought this pair for work and everyday wear and another pair for working out and active wear. they also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable,1502496000,,
4.0,True,"08 11, 2017",A1J3XYI0M1D0LW,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",ellen,right one is slightly tight.. hope it will stretch out.. !!,Four Stars,1502409600,,
3.0,True,"08 8, 2017",A9KR8PT0Z47CL,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Chandler F,they're ugly: the toe is rounded and the material is weird. the nike womens flex trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,1502150400,,
5.0,True,"08 8, 2017",A1AUEUD7NP1LUC,B0092UF54A,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Flip Flop Life,so lightweight and awesome!,Five Stars,1502150400,,
5.0,True,"08 7, 2017",A177WB7O660HS8,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",shannon Donaldson,luv them!!,Five Stars,1502064000,,
5.0,True,"08 4, 2017",A38BS1VCQ4XSGV,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",ptovar,love the color and fit. i use them to work on at the gym on the treadmill and they are very light and comfortable.,Love the color and fit,1501804800,,
3.0,True,"08 2, 2017",A38X15IJFAPHZP,B0092UF54A,"{'Size:': ' 5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anonymous,"bought these shoes with hiit in mind, but not too sure how i like the fit on my foot. first time to wear them, not great for running. maybe after they're broken in a little they'll get better. if you just need a comfortable pair of shoes for walking, they're fine.",OK,1501632000,,
5.0,True,"07 20, 2017",A1OFFB5DLIHH41,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,my daughter loves them. great fit!,Great fit!,1500508800,,
5.0,True,"07 18, 2017",A1PFKS00R93MRZ,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Rakesh Duneja,this is a very attractive shoe. it is true to size and fits as expected. very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time,1500336000,,
4.0,True,"07 18, 2017",A23H50RT6SLXY9,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Edle Liljeblad,"fits good, very lightweight.",Four Stars,1500336000,,
5.0,True,"07 18, 2017",APWLFTPOXQCCG,B0092UF54A,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Andrea T.,"comfortable shoe for both workout sessions and walking.  neither too bulky nor too light.  this is my second pair because they fit and have no neon or pink colors, just nice basic b&w.",Comfortable shoe for both workout sessions and walking,1500336000,,
5.0,True,"07 18, 2017",AN5PL4KUZS35E,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dilly Anderson,nan,Five Stars,1500336000,,
5.0,True,"07 18, 2017",A37EEIAK5YJGTS,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black'}",myrtlyn Allen Skeeling,nice,Five Stars,1500336000,,
5.0,True,"07 18, 2017",A87LWEOT3ZJU7,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Amazon Customer,these are the best shoes i have ever use for my workouts!!! i love them and buy them in bulk!!! lol,These are the best shoes I have ever use for my workouts,1500336000,,
5.0,True,"07 18, 2017",A1LCV2UNXGHB0W,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",luvtoshop,i love these shoes.  they fit as expected and they look really nice on.  these shoes have a narrow base which i really like.  i don't like the ones that make your foot look wide.,I love these shoes,1500336000,,
5.0,True,"07 15, 2017",A3O0UBMD8CSF1V,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Jennifer S. Flack,love this product.  great fit.,Five Stars,1500076800,,
3.0,True,"07 15, 2017",A184AKBVD3WI86,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Elke,very low cut heel so if you training and pushing sleds - i ran right out of shoes! although the traction on toe and heel are great,Low cut heels,1500076800,,
5.0,True,"07 9, 2017",A3I0ZDRING4F8W,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",S,just what i needed for group fight class. quick movements and footwork are so easy in these sneakers. love them.,Perfect,1499558400,,
5.0,True,"07 8, 2017",AXZ02W7FMBC35,B0092UF54A,"{'Size:': ' 9.5 D Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Bill Ellenwood II,love! great price too.,Exactly what I wanted,1499472000,,
4.0,True,"07 7, 2017",A29K85C92Z8HGR,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",MET,"it's been a long time since i've worked a cross training shoe. this shoe is very light and minimally passed compared to running shoes. that's not meant to be a knock, just a fact.

i ordered the shoes half a size up because as a former runner, i'm used to my feet needing room to spread and swell. i wish i hadn't because they feel a little roomy. i have orthotics, so i think i can remedy the issue once i swap those in.

otherwise, very good shoes",Light shoes,1499385600,,
3.0,False,"07 1, 2017",AE6W48FPMKO4L,B0092UF54A,"{'Size:': ' 6 B(M) US', 'Color:': ' Black'}",PineTree,"good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. these are very flexible, light weight and comfortable. grip is okay - sticky rubber is used only at the edges of heel and toe areas so i slipped a little when i worked on cable machines, resistance band, etc. on un-carpeted floor.  i would emphasize that if you do lifting as a part of your everyday routine workout i would not recommend them because mine (cushion) lasted only for six months and this is the reason i gave three stars. other than that, i liked them!",Good indoor training shoes,1498867200,,
5.0,True,"06 30, 2017",AKY3EYDEZVW6C,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",AmazonAbuser,perf.,So Perf.,1498780800,,
5.0,True,"06 28, 2017",A1GQ2TRY8J631M,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",K,best shoes ever!!!,Five Stars,1498608000,,
5.0,True,"06 26, 2017",A21M1G84SE8SOO,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Pat Chavez,fit good,Five Stars,1498435200,,
5.0,True,"06 21, 2017",AU2OMN6TEN4GA,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Amazon Customer,i use these for my cardio dance class and they are perfect and very cute. i would definitely recommend. they also cam earlier than expected!!,Great work out shoe,1498003200,,
5.0,True,"06 20, 2017",A2PJ5F6BY1TZNK,B0092UF54A,"{'Size:': ' 9 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Jennifer,"i love these shoes so much that  i reordered another pair online. it's hard to find shoes that fit my really wide feet! the heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  i walked all over europe in these!",I love these shoes so much that I reordered another pair ...,1497916800,,
5.0,True,"06 20, 2017",A3B23RZXRXYT9Q,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Babsly ,love these sneakers. light weight and comfortable even without socks.,"Comfortable, light weight, nice.",1497916800,,
4.0,True,"06 19, 2017",A3JTZ664IGZIOK,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Aprildiver,nice product,Four Stars,1497830400,,
5.0,True,"06 19, 2017",A2JOUOASELY1XR,B0092UF54A,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",R. Petersen,i feel like this pair of shoes was made for my feet. great fit and comfort! very pleased with this purchase.,I feel like this pair of shoes was made for my feet,1497830400,,
5.0,True,"06 19, 2017",ADTQ22MUSQFIR,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,quick tranasaction!!!  loved the shoes!!!  would purchase from them again!!!,Awesome shoes!!!,1497830400,,
3.0,True,"06 16, 2017",A1OM5S4Z9J2JQQ,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hassnaa,"i got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
so i had to return it, but i would assume it would work fine for training.

it looks decent and clean. and seems sturdy.  just not the right thing for me.
i was refunded instantly upon returning so.. credit for that.",Just wasn't what i was looking for,1497571200,,
5.0,True,"06 15, 2017",AXJZFD1IUBAE7,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Joanna Lyn,"so comfortable, i don't even feel like i have a sneaker on. based on the other reviews i got a half a size up and glad i did.","So comfortable, I don't even feel like I have a ...",1497484800,,
5.0,True,"06 15, 2017",A3UO0DDWXIJ8DW,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Dawn Houston,they are very comfortable feel like you have nothing on.,Five Stars,1497484800,,
5.0,True,"06 14, 2017",A4GR8SDFRBSDV,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Amazon Customer,my favorite nike shoe,Five Stars,1497398400,,
5.0,True,"06 13, 2017",A29ACU3O9IMICZ,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",SWS,super comfortable and extremely lightweight. great for crossfit!,Five Stars,1497312000,,
5.0,True,"06 8, 2017",A9C9408H23DRM,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Nena,beautiful i love them comfy,Five Stars,1496880000,,
1.0,True,"06 5, 2017",A3T9CL6JYWAP40,B0092UF54A,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Stacie,i've not even had them a month and the bottom is coming off. i'm not happy!,Falling apart already!!,1496620800,,
5.0,True,"06 2, 2017",A3W0GO31B8Y2KE,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Kristin Swearengen,love them! fit exactly as expected in length and width! i would definitely buy these again.,Five Stars,1496361600,,
5.0,True,"05 30, 2017",A3GQXGVAIH5EU4,B0092UF54A,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hailey Lapp,great shoes,Five Stars,1496102400,,
5.0,True,"05 30, 2017",A14LVJDMDABMML,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Chris,"my second pair, love the fit, light weight and great support.",love the fit,1496102400,,
4.0,True,"05 29, 2017",AJWKZNI5VHW86,B0092UF54A,"{'Size:': ' 9 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Carol-Anne Quinn,i have wide feet and these were too narrow but very nice looking.,Nike,1496016000,,
3.0,True,"05 25, 2017",A3J4XAGMLTHFHZ,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Susan,ugh... way to large - is this for a man?,Nope,1495670400,,
5.0,True,"05 22, 2017",A12FBA7DCFE5W7,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Julia,the shoe fit has expected. it is comfortable.,It is comfortable.,1495411200,,
5.0,True,"05 22, 2017",A2ZE58RF22658T,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dcf42,"they fit great, look great, are quite comfortable and are just what i was looking for!",Perfect cross trainers,1495411200,,
5.0,False,"05 19, 2017",AT7UEQ7UJB0RU,B0092UF54A,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",J.T.,"super comfy, true size , i use them for boot camp,  cross fit and they are great , absolutely recommended it.",Great training shoes,1495152000,2,"['https://images-na.ssl-images-amazon.com/images/I/714tarywrwL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/718Y-qb+NUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81mJY5XtKRL._SY88.jpg']"
5.0,False,"05 19, 2017",AT7UEQ7UJB0RU,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",J.T.,"love them absolutely comfortable. i'm very picky with sneakers and this ones for the price are great i use them for cross fit , boot camp & they work great . the sole is very flexible , true size . i have a wide feet and they fit perfectly. very nice looking great sneakers.",Amazing training Sneakers.,1495152000,4,"['https://images-na.ssl-images-amazon.com/images/I/71v+pR+F9YL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71wI75LkECL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71dpEwMzFpL._SY88.jpg']"
4.0,True,"05 18, 2017",A10WPKF2VH1JWY,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. Mitchell,wife happy with fit.,HIIT shoes,1495065600,,
4.0,True,"05 15, 2017",A2ABEGA0S52R5E,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Katie Yockey,they run big. order a full size smaller.,Four Stars,1494806400,,
3.0,True,"05 10, 2017",ADD8OMIBXZ89G,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gwen F.,"super light and very comfortable. i'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. i'm going to add an insert to try fix the problem.",Lack support but overall good shoe,1494374400,,
5.0,True,"05 7, 2017",A1P2JWDZ4SFW78,B0092UF54A,"{'Size:': ' 6.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",ND,"just because they are white, they do need a washing regularly but i have received many compliments on how pretty these white and pink shoes are. extremely good nike quality. highly recommended.",Adorable shoes,1494115200,,
5.0,True,"05 6, 2017",AI4KO5XDRKDFR,B0092UF54A,"{'Size:': ' 9.5 D Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Ms. Trainer,arrived in time. fit as exoected. they take some breaking in but i wore them 2 days in a row for more than five hours per day.,Wide sneaker for wide feet,1494028800,,
5.0,True,"05 5, 2017",A24DSR6Y3A08QM,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",Luiza A.,i've been using these to exercise and they are nice a roomy and allow my feet to breath. also love the colors.,I've been using these to exercise and they are nice a roomy and allow my feet to breath,1493942400,,
5.0,True,"05 3, 2017",A1E4Y7BABMEA03,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",KV,comfortable from the start and very light.,Five Stars,1493769600,,
5.0,True,"05 3, 2017",AJDX5KE665V0K,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Msmatt,as expected.,Five Stars,1493769600,,
4.0,True,"05 2, 2017",A1SR58S4CXKU5G,B0092UF54A,"{'Size:': ' 6.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Leslie Marks,"lightweight, comfortable, supportive. very happy i bought these shoes for working out.",Great training shoes,1493683200,,
5.0,True,"05 1, 2017",A3D71DQPAAI6O4,B0092UF54A,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}",Deanna S. Beres,"i love these and have them in a light blue too. very light weight, airy, and comfortable.",Five Stars,1493596800,,
5.0,True,"04 28, 2017",AASAT3YLO3WTB,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Rerch,good quality,Five Stars,1493337600,,
4.0,True,"04 27, 2017",A1RNS06YMZXM0K,B0092UF54A,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,very comfortable sneakers and i also like the way it fits.,Four Stars,1493251200,,
4.0,True,"04 27, 2017",A21SV1XYXF2GK,B0092UF54A,"{'Size:': ' 7 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Morgan Slimskey,"purchased to wear for weightlifting and zumba. zumba trial was last night, and they were great! super comfortable, good ventilation! not too much padding, very minimalist, which is just what i wanted",and they were great! Super comfortable,1493251200,,
5.0,True,"04 26, 2017",A17DW041T4X7TJ,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anne M. Guss,comfortable and lightweight.,Five Stars,1493164800,,
5.0,True,"04 25, 2017",A14TS9PCRLLWEG,B0092UF54A,"{'Size:': ' 9 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Lynda J. Ottey,"i love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 k-swiss that i'm looking to return . the shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",I love these shoes my second pair of 40 plus $ ...,1493078400,,
4.0,True,"04 24, 2017",A2ZMHBMNYFXOX7,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Juliana,"they fit as expected and perfect for training, the shoelaces are a little bit too long. other than that these shoes are as i expected them !",They fit as expected and perfect for training,1492992000,,
5.0,True,"04 24, 2017",A1K0VEMIB5QF7I,B0092UF54A,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",Amazon Customer,extremely well fitting and light weight,Five Stars,1492992000,,
5.0,True,"04 20, 2017",A135KOM855ZA5,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,perfect,Five Stars,1492646400,,
5.0,True,"04 19, 2017",A2IAB9QOQH3IA6,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,love them,Five Stars,1492560000,,
5.0,False,"04 18, 2017",A3S1CGGMXE41RR,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",AA - Amazon Addicted!!,"i love these shoes and have worn them for a long time. that are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,1492473600,,
5.0,True,"04 17, 2017",A3B4FM5VE99X4P,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Candace,fast shipping and turned out as expected. couldn't be happier.,Great shoes,1492387200,,
5.0,True,"04 15, 2017",AKJVCU7H1KDWI,B0092UF54A,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}",madison,i have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,Love these shoes,1492214400,,
5.0,True,"04 14, 2017",AFD4WKNPLPS3I,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,love these shoes for circuit training.,Five Stars,1492128000,,
4.0,True,"04 11, 2017",A36GUL3Z65YSIP,B0092UF54A,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. washington,super comfortable. i joined cross fit and this is the perfect shoe.,Super comfortable. I joined Cross Fit and this is ...,1491868800,,
5.0,True,"04 11, 2017",AT72GRKOXVE25,B0092UF54A,"{'Size:': ' 10 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Cristian Sosa,just do it :),Five Stars,1491868800,,
5.0,True,"04 10, 2017",A2AEJ9NTLWD61V,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Karen Mary Rowe,"love these, comfortable, light weight, great fit.",Sooo comfortable,1491782400,,
5.0,True,"04 10, 2017",AWEIW3G1E0MKO,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Janie M,i love this show.,So happy.,1491782400,,
