textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Text,Actual_Score,GPT 3.5 Score
eb0e2ed274,Bummed out I am missing a rock climbing trip next week,missing,negative,night,31-45,Guyana,786552.0,196850.0,4.0,bummed missing rock climbing trip next week,2,2.0
2302dea5a0,watching ace of cakes  its suwweeeeet they use alot of fondont or howeva ya spell it.(:,watching ace of cakes  its suwweeeeet they use alot of fondont or howeva ya spell it.(:,neutral,noon,60-70,Moldova,4033963.0,32850.0,123.0,watching ace cakes suwweeeeet use alot fondont howeva ya spell . ( :,3,3.0
a16f652927,OMGosh! it`s 79 degrees and I`m sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!,,negative,morning,46-60,Qatar,2881053.0,11610.0,248.0,omgosh ! ` 79 degrees ` sweating miserable ! gon na visit atx ? need .. ac ! need ... ac !,2,2.0
55b3fcc26b,"I have drunk hickups. I had a pretty laid back, great night. But I still can`t help but be mad about the situation I put myself in","I have drunk hickups. I had a pretty laid back, great night. But I still can`t help but be mad about the situation I put myself in",neutral,night,31-45,Pakistan,220892340.0,770880.0,287.0,"drunk hickups . pretty laid back , great night . still ` help mad situation put",3,3.0
20f387fede, You are quite welcome Mr. Poole.,,neutral,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0,quite welcome mr. poole .,3,4.0
0c12faef53,_3girls LOUISE !! You r not adopted - ballet it is. You`ll love it and then the cocktails after even more!,You`ll love it and then the cocktails,positive,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0,_3girls louise ! ! r adopted - ballet . ` love cocktails even !,5,2.0
4219979931,It is possible to frown while eating a Frosty,,neutral,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0,possible frown eating frosty,3,2.0
0a87bc8dfd,The reason why I can`t find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,recession.,negative,night,31-45,Belize,397628.0,22810.0,17.0,reason ` find latest arena magazine folded due recession . grrrrr . gq/fhm survive ? justice .,2,1.0
dc346c6f1c,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,,negative,morning,46-60,Liberia,5057681.0,96320.0,53.0,broken ` monday ! ! mean monday fix ` ? ? http : //blip.fm/~5jgio,2,1.0
5ff42d84c8, did you put a spoon in it?,did you put a spoon in it?,neutral,night,31-45,Suriname,586632.0,156000.0,4.0,put spoon ?,3,1.0
3bf3c20da4,"I was talking with my best friend Ã¯Â¿Â½ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and IÃ¯Â¿Â½m not","I was talking with my best friend Ã¯Â¿Â½ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and IÃ¯Â¿Â½m not",neutral,morning,46-60,Eritrea,3546421.0,101000.0,35.0,"talking best friend ã¯â¿â½ureo i-phones , rio de janeiro , valentines day brazil . girlfriend iã¯â¿â½m",3,2.0
85bd4a3db0," i dont even have a WII! b likes xbox, so that`s what we have  do you use it?","b likes xbox,",positive,morning,46-60,Nauru,10824.0,20.0,541.0,"dont even wii ! b likes xbox , ` use ?",5,1.0
f14704cc9b,Oh no.... Trouble in paradice,Trouble in paradice,negative,night,70-100,Panama,4314767.0,74340.0,58.0,oh .... trouble paradice,1,2.0
f0a9a55b94,"winding down, love having a low key day.",love,positive,morning,46-60,Ireland,4937786.0,68890.0,72.0,"winding , love low key day .",4,4.0
19efc5d1b1,_vip bye bye beard,_vip bye bye beard,neutral,noon,21-30,Grenada,112523.0,340.0,331.0,_vip bye bye beard,3,1.0
8d2b2b2a31, oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol,oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol,neutral,noon,60-70,Japan,126476461.0,364555.0,347.0,oh il probs wt every yaer watch first one watch last couple weeks lol,3,2.0
ed8bb17f21, The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits!,More talent,positive,noon,21-30,Botswana,2351627.0,566730.0,4.0,beatles ? scousers funny haircuts ? talent banana splits !,4,2.0
91c62fcf01, Hi frenchie *-* i`ll do that...later  :p,Hi frenchie *-* i`ll do that...later  :p,neutral,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0,hi frenchie * - * ` ... later : p,3,3.0
2a6207dc5a,"Got me a dark red hair dye, going to get some bleach","Got me a dark red hair dye, going to get some bleach",neutral,morning,0-20,Mozambique,31255435.0,786380.0,40.0,"got dark red hair dye , going get bleach",3,3.0
b8ea6c30db, bit excited are u bradie lol,excited,positive,noon,21-30,Chad,16425864.0,1259200.0,13.0,bit excited u bradie lol,4,4.0
b0fc9f4b10, iPhone is doing that 'not opening downloaded apps' thing and I forgot my cord at home,forgot,negative,noon,60-70,Nepal,29136808.0,143350.0,203.0,iphone 'not opening downloaded apps ' thing forgot cord home,2,2.0
f9d6d29a13,is stuck in traffic,is stuck in traffic,neutral,morning,46-60,Indonesia,273523615.0,1811570.0,151.0,stuck traffic,3,1.0
086123da3c," yeah, it works better as a command",better,positive,noon,60-70,Zambia,18383955.0,743390.0,25.0,"yeah , works better command",4,3.0
9dda22ab22,Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It`s all good...,l good,positive,morning,0-20,Sri Lanka,21413249.0,62710.0,341.0,working several book projects due released within next months . need extra pair hands ! ` good ...,5,3.0
3a93f65420, I`ll be thinking about how many goals United are going to knock past City. How `bout you?,I`ll be thinking about how many goals United are going to knock past City. How `bout you?,neutral,noon,21-30,Holy See,801.0,0.0,2003.0,` thinking many goals united going knock past city . ` bout ?,3,2.0
2046d0d2a0," Yeah, planning to do that actually. Got a Kinokuniya discount card, so I`m going to splurge.  Just worried about being overwhelmed.",Just worried about being overwhelmed,negative,noon,21-30,Kenya,53771296.0,569140.0,94.0,"yeah , planning actually . got kinokuniya discount card , ` going splurge . worried overwhelmed .",2,3.0
f525ee705b,"HALLELUJAH! I`ve finally finished my Careers assignment! The feeling of finishing a task is great, you have no idea. Or maybe you do. lol","great,",positive,night,70-100,Spain,46754778.0,498800.0,94.0,"hallelujah ! ` finally finished careers assignment ! feeling finishing task great , idea . maybe . lol",4,4.0
981fab8e92,  My class will be at Chem Sc building. Will see the both of you after 5 yeah?,My class will be at Chem Sc building. Will see the both of you after 5 yeah?,neutral,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0,class chem sc building . see 5 yeah ?,3,2.0
ff6c2bc656," We people? I`m just an amateur Ark builder, no political affiliation. All are welcome","We people? I`m just an amateur Ark builder, no political affiliation. All are welcome",neutral,noon,21-30,Poland,37846611.0,306000.0,124.0,"people ? ` amateur ark builder , political affiliation . welcome",3,2.0
fc7842b0b4, I`ve given up on pizza - kids would never let me have my fav  (the hot ones),,negative,morning,0-20,Central African Republic,4829767.0,622980.0,8.0,` given pizza - kids would never let fav ( hot ones ),1,2.0
698b6e5aef,"I want tuna & salmon sashimi, B.C. rolls and dragon eye.","I want tuna & salmon sashimi, B.C. rolls and dragon eye.",neutral,noon,60-70,Cyprus,1207359.0,9240.0,131.0,"want tuna & salmon sashimi , b.c . rolls dragon eye .",3,4.0
3bd1f0644d, online! www.dujourmag.com/subscribe,online!,neutral,noon,60-70,Denmark,5792202.0,42430.0,137.0,online ! www.dujourmag.com/subscribe,3,3.0
7ca6bfaf9b,"Wishing laying on my side wasn`t the only comfortable position, I am tired of laying",tired,negative,night,31-45,Liechtenstein,38128.0,160.0,238.0,"wishing laying side ` comfortable position , tired laying",2,2.0
d98f5b5861,@_writersblock_ I`m sure you are.    Toasties wasn`t far behind.,I`m sure you are.    Toasties wasn`t far behin,neutral,noon,21-30,Côte d'Ivoire,26378274.0,318000.0,83.0,@ _writersblock_ ` sure . toasties ` far behind .,3,2.0
577eed5e2c, congratss to them,congratss to them,positive,morning,46-60,Bahrain,1701575.0,760.0,2239.0,congratss,4,5.0
7b65e54ea9,Why does Urban Outfitters taunt me with amazing clothing that`s way too expensive.,,neutral,morning,46-60,Brunei,437479.0,5270.0,83.0,urban outfitters taunt amazing clothing ` way expensive .,3,2.0
81f727edc3," No Loic, you need to build in a scheduler that lets us post while we sleep","No Loic, you need to build in a scheduler that lets us post while we sleep",neutral,morning,0-20,Burundi,11890784.0,25680.0,463.0,"loic , need build scheduler lets us post sleep",3,3.0
cc2b050151,dice watching Heroes again.  http://plurk.com/p/svhvh,dice watching Heroes again.,neutral,night,70-100,Suriname,586632.0,156000.0,4.0,dice watching heroes . http : //plurk.com/p/svhvh,3,1.0
995f4ed2a2," thanks for following, it means a lot to me  i love hey monday!",thanks,positive,night,31-45,Honduras,9904607.0,111890.0,89.0,"thanks following , means lot love hey monday !",5,5.0
8e48929733,ipod died today,,negative,morning,46-60,Philippines,109581078.0,298170.0,368.0,ipod died today,1,1.0
c3f28c34c6, Awsome thanks Jo...Can`t wait for her to be on  ****,Awsome,positive,noon,60-70,Malta,441543.0,320.0,1380.0,awsome thanks jo ... ` wait * * * *,5,4.0
20ad2eca78,This is my 201th update,This is my 201th update,neutral,morning,46-60,Qatar,2881053.0,11610.0,248.0,201th update,3,2.0
69fb230b38,... lunch is no fun when you have nothing to eat.,lunch is no fun,negative,noon,21-30,Angola,32866272.0,1246700.0,26.0,... lunch fun nothing eat .,1,1.0
c7cee9d639, what happened to your phone,what happened to your phone,neutral,night,31-45,Cabo Verde,555987.0,4030.0,138.0,happened phone,3,2.0
afb7ba1c75,"has a lot to catch up on from the weekend! The BHR hosts have been busy, busy, busy  http://plurk.com/p/rqpl7","has a lot to catch up on from the weekend! The BHR hosts have been busy, busy, busy  http://plurk.com/p/rqpl7",neutral,morning,46-60,Afghanistan,38928346.0,652860.0,60.0,"lot catch weekend ! bhr hosts busy , busy , busy http : //plurk.com/p/rqpl7",3,3.0
28e1433f82, Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,neutral,morning,0-20,Cuba,11326616.0,106440.0,106.0,looks like dialed lot ... payed attention small important details gameplay ... still blood tho,3,2.0
e07027a7cc,mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!,N sounds cool!!,positive,night,70-100,Monaco,39242.0,1.0,26337.0,mhmm idk thought showing freaking ppl hehe ... yeah totally understand u guys vn sounds cool ! !,5,4.0
b3c47f0154,FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,finally working ( subbed ! ) copy pika ? nichi . heeeee .,3,3.0
b76a815c23, can we trade weather? it`s all gloomy today in la.,gloomy,negative,night,70-100,Peru,32971854.0,1280000.0,26.0,trade weather ? ` gloomy today la .,1,2.0
2d1f015b87, my love!!! We still havn`t done lunch together like we said we would.. I miss you my friend,my love!!! We still havn`t done lunch together like we said we would.. I miss you my friend,neutral,noon,21-30,Uruguay,3473730.0,175020.0,20.0,love ! ! ! still havn ` done lunch together like said would .. miss friend,3,4.0
d4753cae10, Hell yes. I`m too late.,,negative,morning,46-60,Austria,9006398.0,82400.0,109.0,hell yes . ` late .,2,2.0
8eb3f2208d,my head feels sooooooooooo much better,my head feels sooooooooooo much better,positive,noon,60-70,Oman,5106626.0,309500.0,16.0,head feels sooooooooooo much better,5,5.0
8a0cd1dda6," I`m sorry, but x-men sucks... in a bad way!  ;p",sucks.,negative,morning,0-20,Bahrain,1701575.0,760.0,2239.0,"` sorry , x-men sucks ... bad way ! ; p",2,1.0
5181eb11e4,Only a month left of high school! Thank God. I am ready for summer,,positive,noon,60-70,Grenada,112523.0,340.0,331.0,month left high school ! thank god . ready summer,5,5.0
e814bd3b8f,is about to eat a hot link torta!!,is about to eat a hot link torta!!,neutral,morning,0-20,Brunei,437479.0,5270.0,83.0,eat hot link torta ! !,3,4.0
e144ff3003, thanks  i love the word CRIKEY it`s like my sayin`,thanks,positive,noon,60-70,Lebanon,6825445.0,10230.0,667.0,thanks love word crikey ` like sayin `,4,3.0
218ff7a436,man.. it`s starting to rain real hard..,hard..,negative,night,31-45,Sierra Leone,7976983.0,72180.0,111.0,man .. ` starting rain real hard ..,2,2.0
7d9186a038,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,i have not been productive at all.,negative,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0,lounge hours ... productive . upps time go,1,2.0
782c3332f0,"  awwwwwww, our kitties are the BEST!",he BEST!,positive,morning,0-20,Ireland,4937786.0,68890.0,72.0,"awwwwwww , kitties best !",5,5.0
61ef2a5b57,If you are new and in need of a few followers say 'TWEET ME' Person with lowest followers will get a shout out!  U have 30mins,If you are new and in need of a few followers say 'TWEET ME' Person with lowest followers will get a shout out!  U have 30mins,neutral,noon,21-30,Angola,32866272.0,1246700.0,26.0,new need followers say 'tweet ' person lowest followers get shout ! u 30mins,3,2.0
8f6b4a4e60,"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff","good times, good times   At work",positive,noon,60-70,Cyprus,1207359.0,9240.0,131.0,"beer , smoki lucky strike ... good times , good times work ... drawing stuff",5,4.0
458ea16c97," ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac","ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac",neutral,noon,21-30,Malaysia,32365999.0,328550.0,99.0,"ooooo was/am using iphone version , use web sometimes twidget mac",3,3.0
0ce534f141, I`ve thought about it several times . got a few good friends there!,good,positive,noon,21-30,Venezuela,28435940.0,882050.0,32.0,` thought several times . got good friends !,4,4.0
66da97a862,using my twitter account,using my twitter account,neutral,night,31-45,Sierra Leone,7976983.0,72180.0,111.0,using twitter account,3,3.0
f35326c25c,"Worried about Bry, he has bronchitis and a sinus infection   Poor baby.",Worried,negative,noon,60-70,Nepal,29136808.0,143350.0,203.0,"worried bry , bronchitis sinus infection poor baby .",1,1.0
0f53f62956,Why don`t we close the library due to the great weather?  And the ac isn`t working  #fb,great,positive,night,31-45,Vietnam,97338579.0,310070.0,314.0,` close library due great weather ? ac ` working # fb,5,2.0
afa11da83f," soooooo wish i could, but im in school and myspace is completely blocked",,negative,noon,21-30,Armenia,2963243.0,28470.0,104.0,"soooooo wish could , im school myspace completely blocked",1,1.0
d6c16ddc25, thnks for followin,thnks,positive,noon,60-70,Slovakia,5459642.0,48088.0,114.0,thnks followin,4,3.0
98c02118e6,TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,,positive,night,31-45,Liechtenstein,38128.0,160.0,238.0,today friday : really hope read messages reply soon . could reach phone go work .,4,3.0
79a500a152,Just made breakfast for her mom,Just made breakfast for her mom,neutral,night,70-100,Lesotho,2142249.0,30360.0,71.0,made breakfast mom,3,5.0
a78b09feec,had a great night with friends,had a great night with friends,positive,noon,21-30,El Salvador,6486205.0,20720.0,313.0,great night friends,5,5.0
2ef8bef8cf,'We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet' finding nemo,'We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet' finding nemo,neutral,night,31-45,Antigua and Barbuda,97929.0,440.0,223.0,'we oh yea yea yea eating tonite woo eating tonight eating tonite diet ' finding nemo,3,2.0
,,,,,,,,,,,4,3.0
908c222257," Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!",suck.,negative,night,31-45,Sierra Leone,7976983.0,72180.0,111.0,"grrr , people suck . cry animals die nature shows . people sick . hunting endangered species !",1,1.0
13889237c6," Another day and I couldn`t find you.    I ended up trying another cart, can`t remember their name.  `sigh`","Another day and I couldn`t find you.    I ended up trying another cart, can`t remember their name.  `si",neutral,morning,46-60,Cambodia,16718965.0,176520.0,95.0,"another day ` find . ended trying another cart , ` remember name . ` sigh `",3,2.0
3abe2b51bb,*PEN JAM CLEARED* CLICK!,*PEN JAM CLEARED* CLICK!,neutral,noon,21-30,Moldova,4033963.0,32850.0,123.0,* pen jam cleared * click !,3,3.0
90491300b6," Gleneagles then champagne receptions....can`t beat it! I`m in alone, my tea was rubbish and Ive been doing housework","..can`t beat it! I`m in alone, my tea was rubbish and Ive been doing housework",negative,night,31-45,Bahamas,393244.0,10010.0,39.0,"gleneagles champagne receptions .... ` beat ! ` alone , tea rubbish ive housework",2,2.0
654d710fce,  i got too do course work   i hate it it is hard this one,i ha,negative,night,31-45,Laos,7275560.0,230800.0,32.0,got course work hate hard one,1,2.0
8a30bc90f2,"going out with my tita gi, sister and my beloved lola! Were going to treat her for dinner! Wohoo... So excited and hungry...",So excited,positive,night,70-100,Cabo Verde,555987.0,4030.0,138.0,"going tita gi , sister beloved lola ! going treat dinner ! wohoo ... excited hungry ...",5,5.0
7b7f18512a, they just said she was very elusive; should be tricky,elusive;,negative,morning,0-20,Mongolia,3278290.0,1553560.0,2.0,said elusive ; tricky,2,2.0
c9e1d5cf0b,wishes it wasn`t a bank holiday so he could be on the radio this afternoon... but at least he has another week to come up with some ideas,wishes it wasn`t a bank holiday so he could be on the radio this afternoon... but at least he has another week to come up with some ideas,neutral,morning,46-60,Mauritania,4649658.0,1030700.0,5.0,wishes ` bank holiday could radio afternoon ... least another week come ideas,3,2.0
0253a9f628,Coming to the end of my vacation.,Coming to the end of my vacation.,neutral,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0,coming end vacation .,3,2.0
cdb6743e92,_Forward Poor dead Josh.  http://bit.ly/JKpHn Please leave your messages of condolences there. #boy #rip ||| That`s sad.,That`s sad.,negative,noon,21-30,Tuvalu,11792.0,30.0,393.0,_forward poor dead josh . http : //bit.ly/jkphn please leave messages condolences . # boy # rip ||| ` sad .,1,1.0
0152a32345, Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,neutral,night,70-100,Bahamas,393244.0,10010.0,39.0,boo well good fun tho .. sucks u cant get cards .. finished 10th last nights # tpt took lol,3,2.0
3892e11d23,  you may have to email the tech support ppl. that`s odd.,you may have to email the tech support ppl. that`s odd.,negative,morning,46-60,Ireland,4937786.0,68890.0,72.0,may email tech support ppl . ` odd .,2,2.0
3a0e81d7de,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer,Loved,positive,night,70-100,Vietnam,97338579.0,310070.0,314.0,loved sun today . love black suit black top plus 6 trains/tubes get meeting back need shop summer,4,4.0
6af9791a1f,"Good morning, everyone!","Good morning, everyone!",positive,noon,60-70,Malta,441543.0,320.0,1380.0,"good morning , everyone !",4,5.0
a435e058ae, srry can`t go paintballing tonight  and there are no good movies out,e no good,negative,morning,0-20,Nigeria,206139589.0,910770.0,226.0,srry ` go paintballing tonight good movies,1,4.0
11f9ef90bf, yeah those are better ads  It makes them look part of your content rather than blatant adverts ;),better,positive,morning,46-60,Jamaica,2961167.0,10830.0,273.0,yeah better ads makes look part content rather blatant adverts ; ),5,4.0
f7c49f422f,"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird",,negative,noon,21-30,Libya,6871292.0,1759540.0,4.0,"dislocating thumb= painful dislocating toe . reminded today ( thankfully , toe ) . still feels weird",1,2.0
38300df4eb,Celebrating mother`s day with apple pie,Celebrating mother`s day with apple pie,positive,noon,21-30,Uruguay,3473730.0,175020.0,20.0,celebrating mother ` day apple pie,4,4.0
0b1c723d60,Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM,favorite,positive,noon,60-70,Belgium,11589623.0,30280.0,383.0,brad fastings favorite person hang 12 5,5,1.0
73ca0d04d9,_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.,_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.,neutral,night,70-100,Namibia,2540905.0,823000.0,3.0,_kinda_guy kids growing around science guys . grew around politics .,3,3.0
f70be05297, Sent u a few DM`s..Hollaback,Sent u a few DM`s..Hollaback,neutral,noon,21-30,Germany,83783942.0,348560.0,240.0,sent u dm ` .. hollaback,3,2.0
89d8c52a3a,"_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you","_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you",neutral,morning,46-60,Nauru,10824.0,20.0,541.0,"_boduch awww , get friends facebook . people add",3,3.0
87fca7f208,apparently you are not getting on anymore... sad,sad,negative,night,70-100,Portugal,10196709.0,91590.0,111.0,apparently getting anymore ... sad,2,2.0
354fb0d40a,"New job today, wish me luck peeps",wish,positive,morning,46-60,Dominica,71986.0,750.0,96.0,"new job today , wish luck peeps",4,4.0
b5b42a777e, i want u to know i don`t like u hun  j/p u know we go back,i don`t like u,negative,night,70-100,Marshall Islands,59190.0,180.0,329.0,want u know ` like u hun j/p u know go back,2,2.0
c7f27553b8," Well, good luck then.",,positive,noon,60-70,Poland,37846611.0,306000.0,124.0,"well , good luck .",5,4.0
f6bd9dc20b,"talkshow with Larry, then Cage?","talkshow with Larry, then Cage?",neutral,noon,21-30,North Korea,25778816.0,120410.0,214.0,"talkshow larry , cage ?",3,2.0
156bf548bd, Well I guess the McCafe=tastes like **** cured ur craving? You get the McSkillet? Me Wants,=tastes like ****,negative,morning,0-20,Vanuatu,307145.0,12200.0,25.0,well guess mccafe=tastes like * * * * cured ur craving ? get mcskillet ? wants,2,2.0
5e5c116bf5,Well not JUST making dinner making dinner with WET HAIR!,Well not JUST making dinner making dinner with WET HAIR!,neutral,morning,0-20,Nauru,10824.0,20.0,541.0,well making dinner making dinner wet hair !,3,2.0
caaf971d2b,I am using an on-screen keyboard,I am using an on-screen keyboard,neutral,noon,60-70,South Sudan,11193725.0,610952.0,18.0,using on-screen keyboard,3,3.0
2e5b0e62a4, kirk is hotter than spock,kirk is hotter than spock,neutral,noon,60-70,Botswana,2351627.0,566730.0,4.0,kirk hotter spock,3,3.0
1219ed4a21,LOVE ME LOVE ME SAY THAT YOU LOVE ME...,,positive,night,31-45,Monaco,39242.0,1.0,26337.0,love love say love ...,4,5.0
c5fb137c1d, Everything,Everything,neutral,noon,60-70,Botswana,2351627.0,566730.0,4.0,everything,3,3.0
deea02e346,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,negative,noon,60-70,Holy See,801.0,0.0,2003.0,poop shirt insanely cracked screen iphone . daaaang .,2,1.0
d1e72cce2f,Right now on my Justin.tv channel: 10 weeks until my gf has a newborn  www.justin.tv/kubbur?20,Right now on my Justin.tv channel: 10 weeks until my gf has a newborn  www.justin.tv/kubbur?20,neutral,morning,46-60,Ethiopia,114963588.0,1000000.0,115.0,right justin.tv channel : 10 weeks gf newborn www.justin.tv/kubbur ? 20,3,1.0
4477151b67,Chillin` following some cool people!,cool,positive,morning,46-60,France,65273511.0,547557.0,119.0,chillin ` following cool people !,4,5.0
3cf55d978c,Hate to break every1`s heart but confirmation jus came in that Austin & Sophia do NOT & never had a twitter  another sad day!!,another sad day!!,negative,morning,0-20,Malawi,19129952.0,94280.0,203.0,hate break every1 ` heart confirmation jus came austin & sophia & never twitter another sad day ! !,1,1.0
31f2861133,"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me",,neutral,morning,0-20,Ukraine,43733762.0,579320.0,75.0,"squabbling people internet great tumblarity , bad ego internet friends",3,2.0
82b1b58932,"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ...","..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ...",neutral,morning,46-60,Mongolia,3278290.0,1553560.0,2.0,".. weather may makes , cause temp fell 15c 30c yesterday ...",3,2.0
abe4a36ce0,":O Job interview today, i`m really gonna mess this uuuup",", i`m really gonna mess this uuuup",negative,night,70-100,Portugal,10196709.0,91590.0,111.0,": job interview today , ` really gon na mess uuuup",1,2.0
859aed01f2,wants to eat baked tahong. It`s been a while. Really.  http://plurk.com/p/x24ke,wants to eat baked tahong. It`s been a while. Really.  http://plurk.com/p/x24ke,neutral,night,70-100,Pakistan,220892340.0,770880.0,287.0,wants eat baked tahong . ` . really . http : //plurk.com/p/x24ke,3,3.0
23e6a370ca,My name is toggling in and out of Google Suggestions Help me by searching more for 'Ganesh Jaju' and clicking on some link,My name is toggling in and out of Google Suggestions Help me by searching more for 'Ganesh Jaju' and clicking on some link,neutral,morning,46-60,Liberia,5057681.0,96320.0,53.0,name toggling google suggestions help searching 'ganesh jaju ' clicking link,3,2.0
f54d282e5a,nooooooo  sue is retiring  no no no no!,nooooooo  sue is retiring  no no no no!,negative,morning,0-20,Belarus,9449323.0,202910.0,47.0,nooooooo sue retiring !,2,1.0
a715428566," My #followillfriday sucks because while I was teaching people how to be nice, you **** were drooling over Notion",sucks,negative,noon,21-30,Zambia,18383955.0,743390.0,25.0,"# followillfriday sucks teaching people nice , * * * * drooling notion",1,1.0
43eaa8cbef, nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!,U LOVE,positive,morning,46-60,Nigeria,206139589.0,910770.0,226.0,nice recolouring page nobody buying anti-twittering words ! ! love ! ! ! !,4,4.0
969185c4e9,omg!! i have so many finals to study for !!! i so freaked out that im gona fail,omg!! i have so many finals to study for !!! i so freaked out that im gona fail,negative,morning,0-20,Cuba,11326616.0,106440.0,106.0,omg ! ! many finals study ! ! ! freaked im gona fail,2,1.0
67ff57361c,Working on Canada Shoots information.  Coming your way soon if you have expressed interest and I have your email address . Eh!!!,,neutral,noon,60-70,Somalia,15893222.0,627340.0,25.0,working canada shoots information . coming way soon expressed interest email address . eh ! ! !,3,2.0
d0c2af8892,_Hall Is that why you aint answer my call? Thought we were homies!?,_Hall Is that why you aint answer my call? Thought we were homies!?,negative,noon,60-70,Armenia,2963243.0,28470.0,104.0,_hall aint answer call ? thought homies ! ?,1,1.0
7afd74a542, my friday feels boring too. no time for fun today and not so much in the mood for it either,my friday feels boring too.,negative,night,31-45,Turkey,84339067.0,770000.0,110.0,friday feels boring . time fun today much mood either,2,2.0
b4a8e21d58," Fun to read, thanks! You Brits make things interesting  Funny they whittled 33 saints days to four,... http://ff.im/-2zgfk",Funny,positive,night,70-100,Ghana,31072940.0,227540.0,137.0,"fun read , thanks ! brits make things interesting funny whittled 33 saints days four , ... http : //ff.im/-2zgfk",5,4.0
bbcec53df2, What were you doing up at that time??,What were you doing up at that time??,neutral,morning,0-20,Yemen,29825964.0,527970.0,56.0,time ? ?,3,2.0
d7aa796b47, It is! Wish there was one in our area.,Wish,positive,noon,60-70,Denmark,5792202.0,42430.0,137.0,! wish one area .,4,1.0
c3eb547008,"Just started on here and i already see  and  are by far the biggest talkers, er, i mean tweeters!","he biggest talkers,",positive,night,70-100,Senegal,16743927.0,192530.0,87.0,"started already see far biggest talkers , er , mean tweeters !",5,2.0
c601e8c2d3, That sucks man  I hope you have a problem-free weekend.,That sucks man  I hope you have a problem-free weekend.,negative,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,sucks man hope problem-free weekend .,2,2.0
802a61618c,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,neutral,noon,60-70,Montenegro,628066.0,13450.0,47.0,new neighbors moving .... give brazil presentation shouldve given wed ! ! ! people went overtime,3,2.0
4e907e5bfb," ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march","ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march",neutral,night,70-100,Gambia,2416668.0,10120.0,239.0,"ah , misunderstood message . really dislike f word url good luck march",3,2.0
