score,Text
neutral,"china unicom , nyse : chu , hkse : 0762 , shse : 600050 , second largest mobile carrier country ."
neutral,measures launched immediately due finalized first quarter 2010 .
neutral,"metsa-botnia finance payment dividends , repayment capital repurchase shares funds deriving divestment uruguay operations , shares pohjolan voima , utilising existing financing facilities ."
neutral,metso 's delivery include complete coated board line related air systems two winders .
neutral,dividend go grimaldi family .
neutral,"mr bakman sees also expansion options tallinn-helisnki link , claiming however , operating link single ship enough ."
neutral,neste shipping likely remain finnish oil sector transports significant emergency supply .
neutral,net investment income
neutral,"compensation news , opinions distributions ."
neutral,financial details available .
neutral,financial details disclosed .
neutral,financial details provided .
neutral,financial details reported .
neutral,waste-burning facilities built .
neutral,"price given transaction , merges two london companies worked together number projects including delivery timetables britain 's national express east coast rail networks ."
neutral,pricing details disclosed .
neutral,"nokia said still expects sell 150 million symbian devices years come , giving indication expects phone 7 handoff work ."
neutral,nordea bank estonia part largest financial group nordic countries .
neutral,"company 's net sales , 38 % acquired finland , 21 % european countries , 40 % asia , 1 % us ."
neutral,officials disclose contract value .
neutral,"dec. 1 , grimaldi acquired 1.5 million shares 50.1-percent stake finnlines ."
neutral,otherwise situation control .
neutral,"customers come following countries : uk , usa , spain , france , italy , germany , china , hong kong , sweden , norway , netherlands , austria , belgium , switzerland , czech republic , finland , canada , russia , ukraine , denmark , ireland , south korea liechtenstein ."
neutral,"customers come following countries : uk , usa , spain , france , italy , germany , china , sweden , norway , netherlands , austria , belgium , switzerland , czech republic , serbia , finland , canada , russia , ukraine , portugal , denmark , ireland , south korea , estonia liechtenstein ."
neutral,"in-depth expertise extends fields energy , industry , urban & mobility water & environment ."
neutral,"paychex 100 offices serving approximately 554,000 payroll clients nationwide may 31 , 2009 ."
neutral,payment shares shall effected subscription .
neutral,"pcs digital guatemala using tecnomen 's prepaid system telgua fixed networks well code division multiple access , cdma , global system mobile communication , gsm , since 2003 ."
neutral,"poyry global consulting engineering firm focusing energy , forest industry infrastructure & environment sectors ."
neutral,"poyry plc additional information : heikki malinen , president ceo , poyry plc tel . +358 10 33 21307 poyry global expert consulting engineering ."
neutral,price talk euribor plus 2 bps area sole lead citigroup .
neutral,"product deliveries interrupted , refiner said , giving financial details ."
neutral,production scheduled start end april 2007 .
neutral,protalix $ 42 million cash sales .
neutral,public services also available .
neutral,"published globes online , israel business news - www.globes-online.com - november 16 , 2009 -® copyright globes publisher itonut 1983 ltd. 2009"
neutral,ramirent finland domestic unit machinery rental company ramirent oyj hel : rmr1v .
neutral,raute listed nordic exchange helsinki .
neutral,registration required .
neutral,related links : flexiblebaseloadoperation thewartsila32generating set gasconversions shorter two versions press release .
neutral,"rosendal outotec.com eila paatela , vice president - corporate communications tel . +358 20 529 2004 , +358 400 817198 e-mail eila ."
neutral,runway visual range calculated assessment distance pilot see runway .
neutral,"salcomp 's charger manufacturing plant india located nokia telecom park state tamil nadu , eastern part india ."
neutral,saunalahti part elisa group .
neutral,"says brian burton , head security , vodafone uk ."
neutral,"seller finnish elcoteq group , largest european electronics manufacturing services company ."
neutral,solteq plc announcement 16.12.2010 share repurchase 16.12.2010 helsinki stock exchange solteq plc holds total 486.969 shares including shares repurchased 16.12.2010 .
neutral,"recent technology deliveries include refinery technology anrak aluminium , iron ore pelletizing plant tata steel iron ore sintering plants bhushan steel ."
neutral,sponda plc 's annual general meeting decided 23 march 2005 establish shareholders ' nomination committee prepare proposals annual general meeting 2006 composition board directors remuneration .
neutral,"srv also build aqua park wellness area , restaurant multifunctional ice arena ."
neutral,"ssh communications security corporation headquartered helsinki , finland ."
neutral,"ssh communications security corporation headquartered helsinki , finland ."
neutral,ssh establishes new global sales marketing group led george adams ; adams establishes global sales marketing group drive worldwide programs supporting ssh tectia enterprise security solutions
neutral,status : agreed
neutral,"steek , set 2002 , based bordeaux , southwestern france ."
neutral,"stockmann plc company announcement february 20 , 2007 , 13.40 annual summary stockmann 's stock exchange financial press releases 2006 available company 's website address www.stockmann.com ."
neutral,stuk today full service house expert radiation nuclear safety issues .
neutral,"sullivan said boards `` really involve lot work , people get paid time . ``"
neutral,suomen paikallissanomat oy part alma media group currently publishes 15 local newspapers across finland .
neutral,talvivaara listed london stock exchange main market nasdaq omx helsinki included ftse 250 index .
neutral,"tecnotree 's convergent charging solution includes functionality prepaid post-paid billing , charging rating voice calls , video calls raw data traffic mobile fixed networks ."
neutral,"telecom foreign investment limit 74 % , appears mobile vas , means tecnomen pick much 96.6 % ."
neutral,teleste bk optiflex amplifier products used ongoing capacity upgrade kdg 's network bi-directionality .
neutral,teleste 30 offices worldwide listed nordic exchange helsinki .
neutral,teleste set 1954 divided broadband cable networks video networks business areas .
neutral,"2500-passenger ferry dimensions 185 length overall , 170 length perpendiculars , 27.70 breadth 6.55 design draught ."
neutral,"acquisition frozen foods fish sector , long synergies l+ñnnen tehtaat 's businesses ."
neutral,acquisition price disclosed .
neutral,aforementioned shareholders informed propose annual general meeting number members board directors shall five besides present members board directors also mr lassi noponen shall elected board directors .
neutral,"aim ceo 's q & sessions give clarity information , made public already earlier ."
neutral,board directors authorized decide terms share issue .
neutral,bridge 1.2 km long located anasmotet road e20 new traffic junction marieholm road e45 .
neutral,"buildings , 40 condominiums , built 4 5 stages ."
neutral,"business area operations finland , sweden , denmark , estonia , latvia lithuania ."
neutral,"buyer real estate owner propertos oy , companies agreed disclose financial details deal ."
neutral,capital structure solidium may complemented financial instruments future .
neutral,category marked maturity recession .
neutral,chain unite 45-50 centres end 2008 .
neutral,company 410 employees annual turnover eur65 .4 m. vaahto group listed nordic exchange helsinki .
neutral,"company also seeking possibilities relocate luumaki personnel , 50 people , upm mills ."
neutral,"company offers payroll services , including payroll processing , payroll tax administration , employee pay services , including direct deposit , check signing , readychex ."
neutral,"company operates business two reportable segments , including banking investment services , non-life insurance ."
neutral,company 's board directors proposed dividend eur0 .12 per share 2006 .
neutral,company 's board directors propose dividend eur 0.14 2008 annual general meeting .
neutral,"company 's plant russia continue make tyres near markets , plant nokia finland manufacture tyres markets ."
neutral,company 's share listed mid cap segment nasdaq omx helsinki .
neutral,company 's share quoted nasdaq omx helsinki rautaruukki oyj : rtrks .
neutral,company said focus resources clinical research .
neutral,company turnover amounted meur 27.9 2007 .
neutral,company website www.ahlstrom.com .
neutral,company part teleste 's video broadband solutions business area .
neutral,"company publish financial statement 2008 february 25 , 2009 ."
neutral,company release 2010 results 11 february 2011 .
neutral,"company use money product development research activities 2013 key markets finland , germany , italy france ."
neutral,continued operations mean structure restructuring aspocomp group including aspocomp oulu headquarter operations .
neutral,"contract covers turnkey deliveries five airports operated authority -- john f kennedy , laguardia , newark , teterboro stewart international ."
neutral,contract includes heating plant equipment associated installation work .
neutral,contract involves refurbishing bathrooms 189 units well re-plumbing water sewer pipes .
neutral,contracts comprise turnkey orders roro systems two roro-cruise vessels construction viking line tallink .
neutral,"cost deal could range 70 million 90 million euros depending financial results two companies 2008 , statement says ."
neutral,cranes would installed onboard two freighters ordered singaporean ship owner masterbulk .
neutral,customers access integrated propeller gear packages one source .
neutral,deal subject approval norwegian competition authorities .
neutral,deal means ten persons three countries transfer tieto .
neutral,deal significant effect acquiring company 's equity ratio .
neutral,deliveries scheduled summer autumn 2008 .
neutral,"development technological park , specialize telecommunications information technologies , part state program formation technoparks hi-tech sectors russia ."
neutral,"e-commerce site flagship managed marimekko north america retail llc , subsidiary established u.s. last year ."
neutral,"final price specified 14 may 2010 , acquiring company said ."
neutral,"finland-based company says move existing 260,000-square-foot facility september ."
neutral,"finnish business delegation includes representatives 20 companies include nokia corp , finnfund , outokumpu oyj , oko bank , alteams oy cargotec corp. ."
neutral,"finnish company building 800,000 mt-year biodiesel plant singapore ."
neutral,"firm 's uk head office rugby road , lutterworth ."
neutral,first group customers trained paint-shop owners assistants .
neutral,first stage contract covers 133 stores 600 cash registers .
neutral,"fish content nuggets 85 % , fish comes canada finland ."
neutral,following information released comptel : tomorrow chairman federal communications commission scheduled deliver national broadband plan congress .
neutral,front surfaces valve plates directed towards .
neutral,ground barleycorn fully produced finland available stores beginning 2010 .
neutral,implementation deal subject approval finnish competition authority .
neutral,"inaugural speech given hannu kyrolainen , finland 's ambassador czech republic ."
neutral,increase range vary 10 % .
neutral,initial estimated total value 1744900 eur final award value 1744900 eur .
neutral,"internal revenue service sees 20 percent taxpayers wait last two weeks file , 40 million returns filed april ."
neutral,"latest date registration 4 april , 2006 ."
negative,lay-offs affect 240 people total 320 okmetic employees finland .
neutral,line 4 run fully underground comprise 10 stations executed two implementation stages .
neutral,"mall financed parity basis pearl plaza llc , joint venture company established chinese investor shanghai industrial investment holdings co ltd , srv group ."
neutral,"maximum amount capital loan eur30m minimum subscription -- eur10 ,000 ."
neutral,maximum number new shares offered 22 million .
neutral,measures taken cause one-time costs final part 2006 .
neutral,"mill capacity produce 500,000 tonnes pulp per year ."
neutral,"money spread mainly 2011 2012 , company said ."
neutral,"natural source isoprene tree species hevea brasiliensis , also known rubber tree ."
neutral,new activity incur investment 5 meur .
neutral,"new majority owners aspocomp thailand co. , ltd certain private persons belonging immediate circle aspocomp 's present joint venture partner , saha pathana inter-holding plc . ."
neutral,new organization consists two business units : charging & messaging finance & administration .
neutral,new sepa cads replace finnish bank cards .
neutral,"order comprises production lines plywood mill , company said statement received lesprom network ."
neutral,"order comprises four ball mills , organized two different streams treating ore pilanesberg platinum mine ."
neutral,"order includes new crecent former , headbox , reel ."
neutral,output contracts totals 72 mwe .
neutral,"parties agreed disclose price deal , group said press release ."
neutral,parties agreed disclose transaction value .
neutral,"payment date march 25 , 2010 ."
neutral,"platform based built intel second-generation mid platform , called moorestown ."
neutral,"price 10,000 kroon par value bonds 9663,51 kroons primary issue ."
neutral,proposal board directors issuance option rights otherwise correspond proposal board directors notice general meeting .
neutral,purchase sum eur 10mn us $ 12.97 mn .
neutral,"recruitment related relocation stora enso 's research operations karlstad , central sweden ."
neutral,remote radio head module available 4w power 2.5 ghz 3.5 ghz tdd frequency bands .
neutral,"report examines medical equipment business structure operations , history products , provides analysis key medical equipment revenue lines ."
neutral,restructuring measures affect production packaging printing material .
neutral,"sale , comprising margarine business finland poland , follows approval polish competition authorities earlier october ."
neutral,"sale savcor face cencorp result profit loss yet determined , owing factors including valuation consideration shares received prevailing exchange rates ."
neutral,"sale finalized september october , company said ."
neutral,"share capital alma media corporation business id 1944757-4 eur 44,767,513.80 divided 74,612,523 shares ."
neutral,"shares subscribed stock options registered trade register 20 january 2011 , date new shares establish shareholder rights ."
neutral,"ship cranes , manufactured macgregor 's partner plants china , delivered 2008-2010 vessels ordered chinese cosco , german peter dohle hong kong based cido shipping ."
neutral,ship unloader totally enclosed along entire conveying line storage facilities .
neutral,site cover six hectares .
neutral,transaction take place without payment merger consideration .
neutral,unit planned operational second half 2007 full stream 2008 .
neutral,"wireless industry bracing iphone , launch june 29 ."
neutral,offering also covers localisation services related production transfer finnish company 's customers already production asian market made decision transfer production .
neutral,report oriola-kd 's chief executive officer eero hautaniemi .
neutral,company 's first contract abroad .
neutral,release offer securities sale united states elsewhere .
neutral,solution extension existing online mediation solution delivered earlier comptel ibm .
neutral,"tieto latvia represented services companies tietoenator alise tietoenator , operations industries financial services cards , retail logistics outsourcing managed services ."
neutral,"together latvia , cramo operate 54 rental outlets baltic states ."
neutral,two sites included later .
neutral,"preliminary estimation , technology park measure 50,000 square meters ."
neutral,upon completion sale proha would get usd12 .7 stake artemis .
neutral,valga lihatoostus markets products maks & moorits trademark .
neutral,"know exists , `` artemyev said ."
neutral,offer customers solutions based renewable raw materials .
neutral,"dialing , participants quote 877417 conference id ."
neutral,work assignment already started due completion spring 2011 .
neutral,"yesterday , legrand issued e300 million fixed rate deal maturing 2017 ."
neutral,yvonne jones owner chameleon interiors .
neutral,zao yit moskovia builds housing moscow surrounding cities .
neutral,"bawag - issue benchmark , covered deal ."
neutral,"swedbank hypotek - issue benchmark , fixed rate covered deal euros , maturing january 2010 ."
neutral,"argentine agricultural export company calafate tapped compatriot firm finnegans software solution , latter company said statement ."
neutral,"finnish printed circuit boards ( pcbs ) maker aspocomp group oyj said december 4 , 2006 named henry gilchrist senior vice president group 's asian operations , january 8 , 2007 ."
neutral,` nordic infrastructure construction one strategic growth areas .
neutral,"` sanoma buyer target , ' said ."
neutral,"`` transaction , tikkurila powder coatings-related operations , `` company said ."
neutral,"`` need malware removal tools , type url vendor choice directly browser bar use links website , `` wrote trend micro 's rik ferguson monday ."
neutral,`` wo n't happen overnight .
neutral,`` printed fabrics related design expertise always core marimekko 's business brand .
neutral,`` serving customers locally one cornerstones customer focus us .
neutral,`` know people . ``
neutral,"+£lemiste city environment knowledge-based economy providing work 3,300 people total turnover companies amounting eek 5.4 bn , `` said +£lo p+ñrnits , chairman supervisory board +£lemiste city mainor ."
neutral,25 november 2010 - finnish paints coatings company tikkurila oyj ( hel : tik1v ) said today finnish state-owned investment company solidium oy sold 14.7 % stake company total eur98m .
neutral,26 november 2010 - finnish sports-equipment maker amer sports oyj ( hel : ameas ) said today obtained eur30m schuldschein note loan pool international investors .
neutral,"3 january 2011 - scandinavian lenders sampo bank ( hel : samas ) , pohjola bank ( hel : poh1s ) svenska handelsbanken ( sto : shb ) provided eur160m ( usd213m ) line credit lemminkainen oyj ( hel : lem1s ) , finnish construction firm said friday ."
neutral,"coker crane supplied tesoro corporation 's golden eagle refinery martinez , california , similar crane delivered bp 's castell refinery spain ."
neutral,employees would remain oulu plant support functions group units .
neutral,huge issue us button placement .
neutral,merger upm finnish-swedish stora enso likely either .
neutral,paper mill central maine town madison soon new owner .
neutral,total 30 % order value booked fourth quarter 2009 remainder booked second quarter 2010 .
neutral,"total 131000 talvivaara mining company plc 's new shares subscribed period may 1 , 2010 june 30 , 2010 company 's stock option rights 2007a ."
neutral,"total 38,244 new citycon shares nominal value eur 1.35 per share subscribed 19 april exercising a-b-c options based company 's stock option plan 1999 ."
neutral,"abn amro capital agreed sell helsinki-based designer homeware producer , iittala oyj , crosstown consumer products group fiskars corp. , eur230 million eur235 million ( $ 310 million $ 316 million ) ."
negative,finland-based stockmann group closed seven franchising sports stores nike russia .
neutral,finnish beverage company olvi one last listed companies finland yet published financial result second quarter 2009 .
neutral,"finnish kemira group 's ceo , lasse kurkilahti , says group 's structural reorganisation continue least year ."
neutral,finnish rautaruukki 's engineering division ruukki engineering re-organise operations mo rana plant norway .
neutral,"local government commissioner +àm+ñl , kurt svensson , says contact management finnish company componenta find alternatives company 's decision close plant +àm+ñl ."
neutral,"swedish engineering consultant firm etteplan establish unit town borl+ñnge , turn month march-april 2008 ."
neutral,"finnish investment company sponda conducting negotiations acquire business center dukat palace-2 located center moscow , london & regional properties ."
neutral,"according finnish fim bank , alpro 's price would around eur 100mn-150mn ."
neutral,"according heikkil+ñ , `` refreshment energy `` soon found soft drinks also finland ."
neutral,"according hk ruokatalo , almost meat used company comes finland ."
neutral,"according saarioinen 's managing director ilkka m+ñkel+ñ , food industry sector significant excess production machinery ."
neutral,activities range development natural resources retailed marketing finished products .
neutral,"additionally , information business segments , competitors future outlook provided ."
neutral,"additionally , company use solutions automate preparation financial statements according ifrs standard ."
neutral,affecto participated program development norwegian pension system since 2007 .
neutral,"affecto provide new efi data warehouse reporting solution , behavioural scoring system supporting operational decision processes data migration old legacy systems new efi system ."
neutral,affectogenimap builds highly customised solutions customers finland baltic countries .
neutral,1 april 2007 cencorp employees territory .
neutral,"buying eukor car carriers 50 percent stake , grimaldi group sole owner swedish roll-on , roll-off port wallhamn ."
neutral,"restructuring , upm 's average paper machine capacity europe 320,000 tons ( 350,000 short tons ) coated magazine paper 420,000 tons ( 460,000 short tons ) coated fine paper ."
neutral,"transaction , m-real 30 % metsa-botnia upm -- 17 % ."
neutral,"transaction , tikkurila powder coatings related operations ."
neutral,"ahlstrom corporation stock exchange announcement 23.4.2007 ahlstrom corporation publish first quarter financial results 2007 friday , april 27 , 2007 approximately 8.30 a.m. finnish time ."
neutral,"ahms also offer hotel hotel project consultancy , management services , brand franchise , training sales marketing services pan-india basis ."
neutral,aktia forecasts finland 's inflation 1.1 % 2010 .
neutral,aldata noted voice supply chain technology approach enables vdw integrate warehouse management systems .
neutral,"aldata solution oyj stock exchange release 11 august 2006 , 11.00 aldata shares subscribed 2003 stock options total 95,000 new shares aldata solution oyj subscribed company 's 2003a stock options ."
neutral,"alexandria , va. , dec. 19 -- united states patent . 7,853,620 , issued dec. 14 , assigned nokia corp. ( espoo , finland ) ."
neutral,"alexandria , va. , jan. 9 -- united states patent . 7,862,685 , issued jan. 4 , assigned kemira chemicals inc. ( marietta , ga. ) ."
neutral,"alexandria , va. , march 15 -- jaakko vilo turku , finland , developed panel press ."
neutral,"alexandria , va. , may 23 -- matti harkonen pentti sipponen , espoo , finland , osmo suovaniemi helsinki , finland , tapani tiusanen vantaa , finland , developed paper web press device ."
neutral,"alexandria , va. , oct. 23 -- hans-otto scheck espoo , finland , developed method identifying remote radio units communication system ."
neutral,"alexandria , va. , oct. 6 -- united states patent . 7,804,288 , issued sept. 28 , assigned vacon oyj ( vaasa , finland ) ."
neutral,"alma media corporation press release 15 march 2010 tyrvaan sanomat paikallissanomat bought suomen paikallissanomat two local papers , tyrvaan sanomat paikallissanomat , appearing sastamala neighbouring municipalities , bought suomen paikallissanomat oy ."
neutral,"alma media corporation press release march 25 , 2010 tyrv+ä+än sanomat purchase confirmed business operations tyrv+ñ+ñn sanomat oy transferred suomen paikallissanomat oy ."
neutral,"also latvia , act partner bakery customers production product development ."
neutral,"altogether capman employs approximately 150 people helsinki , stockholm , copenhagen , oslo , moscow luxembourg ."
neutral,"altona stated private company altona chairman kevin maloney , tulla resources , would take entitlement full ."
neutral,"acquisition teliasonera would france telecom 's biggest since 2000 purchase orange plc 27.8 billion ( $ 55.1 billion ) would create world 's fourth-largest telecom company behind & inc. , verizon communications inc. ntt corp. japan ."
neutral,earn-out payment 4.0 mln euro ( $ 5.3 mln ) also paid depending intellibis financial performance 2007 .
neutral,eu law issue may introduced around 2010 .
neutral,another firm air liquide exempted left market 1998 .
neutral,"apartments yit home may purchased 5 regions russia , yit subsidiaries carry activities : moscow moscow region , st. petersburg , ekaterinburg , kazan rostov-on-don ."
neutral,arena partners oy development company electronic business .
neutral,"condition deal , savcor alfa bought photonium akseli lahtinen inc. 's business operations prior deal ."
neutral,"july 2 , 2007 , market cap segments updated according average price may 2007 ."
neutral,"part agreement , aspocomp also give meadville 10 pct slice subsidiary operating oulu , finland ."
neutral,"part reorganization , kauko-telko ltd divided telko ltd , leipurin ltd , hamina terminal services ltd kaukomarkkinat ltd. ."
neutral,aspo 's group structure business operations continually developed without predefined schedules .
neutral,aspo serves demanding business-to-business customers .
neutral,"aspocomp said spin chinese indian units , equipment salo plant finland , newly-formed unit , sell hong kong-listed meadville ."
neutral,"point , spread also iran iraq ."
neutral,"end last week , protalix biotherapeutics inc ( amex : plx ) published prospectus first offering amex 5 % share capital ."
neutral,"end march 2009 , company 's loans amounted eur 10.113 mn ."
neutral,"moment , approximately 20 vianor sales offices russia ."
neutral,"barclays plc ( lse : barc ) ( nyse : bcs ) , credit agricole sa ( epa : aca ) ( cagr ."
neutral,"based design previous handsets , nokia e72 nokia e63 symbian-based model promised offer direct access 90 per cent world corporate email mail exchange ibm lotus notes traveler ."
neutral,basware business transactions service enables customer receive send invoices electronic format .
neutral,basware finances acquisition bank loan .
neutral,"basware invoice processing , basware contract matching , basware order matching basware kpi reporting tool part basware 's enterprise purchase pay product suite ."
neutral,"basware invoice processing , basware contract matching , basware order matching basware kpi reporting tool part basware 's enterprise purchase pay solution suite ."
neutral,benefon turn salo unit b2b business unit establish b2c business unit uk .
neutral,"berling capital , umo capital veikko laine biggest shareholders amanda capital ."
neutral,bluewin security available monthly subscription .
neutral,"blyk launching first uk market mid-2007 , markets follow ."
neutral,"body es vostok also owns stakes power sales companies mosenergosbytbody ( rts : mssb ) ( 50.9 % ) , altaienergosbyt ( 100 % ) , saratovenergo ( rts : sare ) body ( 48.36 % ) tambov power sales company ( rts : tasb ) ( 49.01 % ) , ofbodywhich received distribution balance ."
neutral,sources said nokia would unveil new phone code-named `` tube `` oct. 2 analyst media event london .
neutral,"byline : tim moran cellular phone giant nokia corp. offering $ 8.1 billion digital map supplier navteq corp. , chicago ."
neutral,capital base capital adequacy measurement based approaches basel ii .
neutral,"capman , offices helsinki , stockholm , copenhagen oslo , manages nordic buyout , mezzanine , technology , life science real estate funds approximately eur2 .6 bn total capital ."
neutral,"capman 's first real estate fund , total investment capacity ( euro ) 500 million closed june 2005 , invested commercial properties helsinki metropolitan area ."
neutral,"cardona slowed vehicle , turned around returned intersection , called 911 ."
neutral,"cencorp would focus development , manufacture marketing standard products production automation ."
neutral,changes as-built models design communicated subcontractors accommodate steel grc fabrication process .
neutral,choose giant countdown red head rainbow trout -- giant shad rap perch color .
neutral,closing transaction took place today .
neutral,"cohen & steers , inc. : 5 534 530 shares representing 4.985 % share capital voting rights ."
neutral,"cohen & steers , inc. : 5 534 626 shares representing 4.985 % share capital voting rights ."
neutral,com possibly also photo-msn .
neutral,"companies evaluated report include aladdin , ca , f-secure , kaspersky , marshal , mcafee , microsoft , panda , proofpoint , sophos , symantec , trend micro , tumbleweed , websense ."
neutral,comptel corporation sami ervio president ceo distribution : nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers deliver services flexibly charge effectively .
neutral,connectivity services include outsourced scan capture transfers paper invoices electronic format basware business transactions service enables customer receive send invoices electronic format .
positive,consumption forecast grow 2 % .
neutral,"country : , finland sector : construction-real estate target : pohjolan design-talo oy buyer : capman oyj vendor : ruukki group oyj deal size usd : 102.6 type : divestment status : agreed"
neutral,"country : , switzerland sector : pharmaceuticals target : synosia therapeutics holding ag buyer : biotie therapies corp deal size usd : 129.4 type : corporate acquisition financing : all-stock status : closed"
neutral,country : ; germany sector : construction-real estate ; machinery-engineering target : caverion gmbh buyer : yit oyj deal size usd : 90.3 type : corporate acquisition status : agreed
neutral,"cramo service company specialising construction machinery equipment rental rental-related services , well rental sale modular space ."
neutral,"cramo plc service company specialising construction machinery equipment rental rental-related services , well rental sale modular space ."
positive,credit 20 november 2009 - finnish glass technology company glaston oyj abp ( hel : gla1v ) said today concluded eur74m revolving credit facility agreement core banks .
neutral,"cs cabot exports 55 % production mainly goodyear , bridgestone michelin plants poland , well germany 's michelin italy 's pirelli company 's logistics center paris , stefan said ."
neutral,"currently , plant operates full capacity ."
neutral,danske bank denmark 's largest bank 3.5 million customers .
neutral,decisions made quickly possible .
neutral,deliveries outotec take place 30 months .
neutral,"deliveries nokia 1112 , nokia 2310 nokia 2610 expected start second quarter 2006 ."
neutral,delivery due second half 2011 .
neutral,"den bosch-based tomtom europe 's largest maker automotive navigation devices , cayman islands-based garmin larger u.s. overall ."
neutral,"depending market situation , projects sold 1 3 years completion ."
neutral,"due pirkka beer , olvi 's brewery iisalmi moving 7-day , 24-hour work shifts ."
neutral,"rally , authorized city administration , consulate official came workers , spoke took letter ."
neutral,efore decided establish company eletric vehicle ( ev ) business china .
neutral,"elcoteq dongguan established 1999 nancheng district dongguan , china one elcoteq four volume manufacturing plants asia-pacific region ."
neutral,"elcoteq se stock exchange announcement february 4 , 2009 10.00 ( eet ) elcoteq publish financial statements bulletin 2008 wednesday , february 11 , 9.00 ( eet ) ."
neutral,electricity consumption grows higher frequencies .
neutral,elisa commissioned finland 's poyry telecom oy conduct study reception estonia 's largest cities besides tallinn .
neutral,"elsewhere , tendency towards developed packaging ."
neutral,"equipment manufactured vaahto 's workshop hollola , finland scheduled shipments first quarter 2009 ."
neutral,eriikka s+âderstr+âm previously held several positions finance control nokia networks including acting business group controller corporate controller position nokia siemens networks .
neutral,"estonia 's agriculture minister helir-valdor seeder finland two-day visit , course meet finnish counterpart sirkka-liisa anttila ."
neutral,eur 220 million transaction consideration paid form four-year interest-bearing vendor notes .
neutral,"featuring s60 user interface , 135-gram model also comes 2.4-inch quarter vga display 100 megabytes internal memory , expandable micro secure digital slot ."
neutral,feed companies suomen rehu raisio import gmo feed .
neutral,"financial , strategic operational factors considered ."
neutral,financial details disclosed .
neutral,financial details n't disclosed .
neutral,financial terms disclosed .
neutral,financial terms n't disclosed .
neutral,"finland 's technopolis planning bring first section technopark stream st. petersburg end 2008 , kari mikkonen , vice president technopolis , told reporters helsinki ."
neutral,"finnish drug distributor wholesaler oriola-kd oyj said october 11 , 2006 named anne kariniemi vice president logistics sourcing department january 15 , 2007 ."
neutral,"finnish electronics contract maker incap oyj said january 3 , 2008 sold manufacturing facilities helsinki local real estate company sponda oyj 5.3 mln euro ( $ 7.8 mln ) ."
neutral,finnish investment company neomarkka main owner kuitu finland 's successor .
neutral,"finnish property investor sponda said agreed 100 mln eur , five-year mln credit facility swedbank 50 mln eur , seven-year facility oko bank ."
neutral,"finnish publisher alma media ( hel : aln1v ) said wednesday decided extend eur1 .85 ( usd2 .75 ) apiece mandatory tender offer media group talentum ( hel : ttm1v ) , started 19 august , 16 november ."
neutral,"finnish real estate company sponda oyj said april 11 , 2008 would build vuosaari harbour service center port helsinki ."
neutral,"first industrial seek leed designation uponor 's new building 282,000 square-foot speculative distribution center first park lakeville ."
neutral,"following move , stora enso holding newpage remain unchanged ."
neutral,"following registration , share capital biotie eur 52,556,678.10 ."
neutral,"foodservice consumer goods markets served approximately 13,000 people 54 manufacturing units several sales offices 33 countries ."
neutral,new shares subscribed stock options shareholder rights commence date entered trade register .
neutral,"fortum expects annual capital expenditure next four five years within range eur 0.8-1 .2 billion , earlier announced ."
neutral,fortum intended spend much ( euro ) 2.7 bn become sole owner tgk-10 .
neutral,"fortum holds 90.2 pct share capital 94.4 pct voting rights company , plans delist warsaw stock exchange ."
neutral,"founded 1985 , quatrocon 's clientele consists public sector builders , central trading companies major construction firms ."
neutral,"f-secure internet security 2010 security service surfing web , online banking shopping , e-mail , online activities ."
neutral,"f-secure reported : - first half 2008 seen growing number targeted malware attacks individuals , companies , organizations ."
neutral,"glaston 's glass processing unit , tamglass glass processing , manufacturer high quality safety glass products , operates finland ."
neutral,"glaston 's glass processing unit , tamglass glass processing , manufacturer high quality safety glass products operating finland ."
neutral,"global markets direct 's pohjola bank plc - financial analysis review in-depth business , financial analysis pohjola bank plc . ."
neutral,chartered accountant british columbia alberta well certified public accountant washington state .
neutral,joined rautakirja 1997 lead one four business areas took position president ceo 2001 .
neutral,"helsinki 19 may 2010 - finnish company lemminkainen oyj ( hel : lem1s ) said today construct office building toolonlahti downtown helsinki , without disclosing financial details ."
neutral,last position nokia siemens networks head business human resources nsn global .
neutral,present position director stockmann 's international department stores .
neutral,work netapp included strategically repositioning brand category major global relaunch .
neutral,"honkarakenne also decided yesterday sell 88,500 b series shares key staff members eur2 .9 per share ."
neutral,"honkarakenne also decided yesterday sell 88,500 b-series shares key staff members eur 2.90 per share ."
neutral,hu offer discount 25 % 50 % selected books .
neutral,"needed , provides also information ferry connections hotels ."
neutral,"igor oleg yankov , currently manage moron vitim , hold onto 25 % stake ."
neutral,image data produced browser phone server converted bitmapped image sent handset display . ``
neutral,implementation project carried finnish company yit association investment fund evli property investment russia ( epi ) .
neutral,"2006 , 452 million tonnes co2 eua ( eu allowance ; emissions credit eu ) traded underlying market value approx ."
neutral,"2007 talentum disclose three interim reports - q1 ( january - march ) friday , 27 april , 2007 - q2 ( april - june ) friday , 20 july , 2007 - q3 ( july - september ) friday , 26 october , 2007 ."
neutral,"2008 , steel industry accounted 64 percent cargo volumes transported , whereas energy industry accounted 28 percent industries 8 percent ."
neutral,"letter economic affairs minister , listed estonian shipping company tallink asks approval entitled 15 % cut port fees 2010 ."
neutral,"recent interview financial times ( ft ) , sampo 's board chairman bjorn wahlroos said p & c certainly sale price set sek 85 billion , confirming earlier statements ."
